date,gdp,gdp_trend,gdp_cycle,consumption,consumption_trend,consumption_cycle,investment,investment_trend,investment_cycle,hours,hours_trend,hours_cycle,tfp,tfp_trend,tfp_cycle
2001Q1,14183.120000,14118.173444,0.458966,9325.751000,9248.144505,0.835656,2358.969000,2352.164431,0.288872,94.847000,93.183669,1.769259,2.106339,2.117217,-0.515081
2001Q2,14271.694000,14219.733899,0.364742,9344.486000,9333.421584,0.118476,2362.652000,2369.084432,-0.271885,93.925000,93.131304,0.848622,2.116509,2.125728,-0.434619
2001Q3,14214.516000,14319.886310,-0.738553,9377.003000,9417.627708,-0.432302,2311.409000,2385.322687,-3.147712,92.801000,93.061448,-0.280259,2.105155,2.134300,-1.374971
2001Q4,14253.574000,14419.239966,-1.155574,9528.302000,9500.923094,0.287757,2196.554000,2401.325601,-8.913115,91.734000,92.981900,-1.351177,2.105888,2.142961,-1.745150
2002Q1,14372.785000,14518.355201,-1.007724,9549.516000,9583.449380,-0.354712,2262.071000,2417.504573,-6.645507,90.985000,92.900276,-2.083196,2.137502,2.151723,-0.663127
2002Q2,14460.848000,14617.702781,-1.078845,9597.820000,9665.371864,-0.701360,2298.939000,2434.146619,-5.714852,91.178000,92.823380,-1.788491,2.143845,2.160574,-0.777293
2002Q3,14519.633000,14717.673914,-1.354735,9664.988000,9746.840988,-0.843336,2295.983000,2451.444909,-6.551654,90.850000,92.756789,-2.077110,2.150944,2.169491,-0.858564
2002Q4,14537.580000,14818.570636,-1.914415,9718.745000,9827.970051,-1.117591,2293.746000,2469.510068,-7.383349,90.989000,92.705029,-1.868410,2.154788,2.178443,-1.091814
2003Q1,14614.141000,14920.576859,-2.075164,9766.616000,9908.824583,-1.445569,2312.465000,2488.354351,-7.330753,90.527000,92.671418,-2.341195,2.160679,2.187385,-1.228418
2003Q2,14743.567000,15023.701659,-1.882221,9878.442000,9989.403061,-1.117003,2327.492000,2507.874922,-7.464446,90.240000,92.658198,-2.644464,2.181465,2.196256,-0.675738
2003Q3,14988.782000,15127.757976,-0.922928,10018.122000,10069.613448,-0.512667,2411.638000,2527.850030,-4.706297,90.376000,92.666265,-2.502575,2.209819,2.204978,0.219281
2003Q4,15162.760000,15232.374171,-0.458062,10087.092000,10149.290430,-0.614721,2493.928000,2547.931947,-2.142305,90.798000,92.694999,-2.067727,2.220259,2.213463,0.306546
2004Q1,15248.680000,15337.079698,-0.578046,10181.141000,10228.231327,-0.461459,2498.140000,2567.686265,-2.745875,91.200000,92.742342,-1.677023,2.226326,2.221623,0.211455
2004Q2,15366.850000,15441.346865,-0.483618,10236.694000,10306.188371,-0.676581,2597.507000,2586.630646,0.419602,91.297000,92.805043,-1.638305,2.243389,2.229375,0.626648
2004Q3,15512.619000,15544.577744,-0.205806,10356.936000,10382.877342,-0.250160,2638.672000,2604.224769,1.314072,91.817000,92.878880,-1.149881,2.262187,2.236636,1.135925
2004Q4,15670.880000,15646.111822,0.158177,10474.084000,10457.962690,0.154035,2693.575000,2619.922809,2.772445,92.327000,92.958669,-0.681835,2.262538,2.243332,0.852489
2005Q1,15844.727000,15745.252358,0.629788,10540.638000,10531.084427,0.090677,2769.261000,2633.191688,5.038382,92.587000,93.038542,-0.486510,2.271228,2.249407,0.965414
2005Q2,15922.782000,15841.302668,0.513029,10657.449000,10601.884915,0.522728,2733.225000,2643.540051,3.336328,93.061000,93.112216,-0.055020,2.273711,2.254812,0.834670
2005Q3,16047.587000,15933.614743,0.712748,10745.873000,10670.005676,0.708518,2769.106000,2650.561704,4.375294,93.297000,93.173103,0.132886,2.285264,2.259516,1.133087
2005Q4,16136.734000,16021.580773,0.716168,10765.680000,10735.117366,0.284293,2857.350000,2653.913544,7.385926,93.896000,93.214572,0.728373,2.295307,2.263498,1.395512
2006Q1,16353.835000,16104.656182,1.535399,10883.075000,10796.934233,0.794660,2899.229000,2653.337827,8.862643,94.914000,93.230065,1.790096,2.312500,2.266756,1.997966
2006Q2,16396.151000,16182.363376,1.312464,10939.498000,10855.187526,0.773683,2882.564000,2648.716019,8.460517,95.130000,93.213465,2.035219,2.306855,2.269304,1.641180
2006Q3,16420.738000,16254.378225,1.018275,11009.748000,10909.661603,0.913228,2871.589000,2640.094799,8.405071,95.491000,93.159730,2.471646,2.297574,2.271191,1.154945
2006Q4,16561.866000,16320.512005,1.468010,11114.771000,10960.194570,1.400491,2818.228000,2627.677644,7.000789,95.942000,93.065053,3.044510,2.299796,2.272484,1.194693
2007Q1,16611.690000,16380.684760,1.400378,11183.323000,11006.689660,1.592041,2800.037000,2611.818977,6.958573,95.895000,92.927132,3.143819,2.295267,2.273273,0.962884
2007Q2,16713.314000,16434.973762,1.679404,11212.669000,11049.150576,1.469075,2827.010000,2592.993727,8.640653,96.310000,92.745498,3.771299,2.293406,2.273660,0.864690
2007Q3,16809.587000,16483.608910,1.958289,11287.468000,11087.696695,1.785700,2794.526000,2571.787831,8.306119,96.054000,92.521571,3.746872,2.275838,2.273766,0.091082
2007Q4,16915.191000,16527.003025,2.321650,11331.949000,11122.556122,1.865095,2762.518000,2548.915340,8.047467,95.792000,92.258988,3.757947,2.277337,2.273720,0.158960
2008Q1,16843.003000,16565.781856,1.659608,11316.411000,11154.088692,1.444784,2686.998000,2525.202202,6.210345,95.468000,91.963557,3.739873,2.249823,2.273656,-1.053738
2008Q2,16943.291000,16600.822550,2.041970,11347.595000,11182.792300,1.462963,2641.850000,2501.572513,5.455989,94.917000,91.643207,3.509998,2.251462,2.273707,-0.983197
2008Q3,16854.295000,16633.185450,1.320570,11260.136000,11209.273905,0.452724,2589.254000,2479.012940,4.350933,93.872000,91.307917,2.769465,2.245903,2.273995,-1.243013
2008Q4,16485.350000,16664.153726,-1.078782,11158.801000,11234.250741,-0.673870,2338.938000,2458.558986,-4.987842,91.473000,90.969534,0.551919,2.206088,2.274623,-3.059378
2009Q1,16298.262000,16695.158664,-2.406030,11130.464000,11258.479268,-1.143570,2073.135000,2441.281182,-16.346102,89.016000,90.641301,-1.809384,2.193402,2.275682,-3.682602
2009Q2,16269.145000,16727.529580,-2.778547,11075.748000,11282.675330,-1.851054,1952.641000,2428.152499,-21.794786,86.833000,90.336583,-3.955578,2.221542,2.277215,-2.475153
2009Q3,16326.281000,16762.354232,-2.635941,11150.230000,11307.480186,-1.400434,1946.867000,2419.894219,-21.750241,85.747000,90.067561,-4.915896,2.246620,2.279217,-1.440506
2009Q4,16502.754000,16800.438432,-1.787771,11137.946000,11333.409674,-1.739713,2128.516000,2416.914002,-12.706650,85.743000,89.844076,-4.672123,2.278969,2.281645,-0.117329
2010Q1,16582.710000,16842.319323,-1.553414,11202.495000,11360.885136,-1.403981,2174.335000,2419.320990,-10.676405,86.109000,89.673177,-4.055776,2.277615,2.284436,-0.299055
2010Q2,16743.162000,16888.352825,-0.863427,11302.955000,11390.208605,-0.768990,2288.469000,2427.067562,-5.880073,86.762000,89.559323,-3.173250,2.293365,2.287528,0.254808
2010Q3,16872.266000,16938.736897,-0.393191,11383.596000,11421.585703,-0.333168,2390.072000,2439.978126,-2.066558,87.167000,89.504785,-2.646627,2.317209,2.290851,1.144006
2010Q4,16960.864000,16993.583026,-0.192723,11453.368000,11455.170145,-0.015733,2383.297000,2457.815915,-3.078829,87.587000,89.510165,-2.171961,2.314715,2.294340,0.884145
2011Q1,16920.632000,17052.965227,-0.779040,11497.120000,11491.094554,0.052422,2338.901000,2480.334024,-5.871208,87.739000,89.574705,-2.070647,2.304831,2.297945,0.299202
2011Q2,17035.114000,17116.940948,-0.479193,11508.950000,11529.493232,-0.178339,2434.538000,2507.252540,-2.943054,88.621000,89.696543,-1.206338,2.308461,2.301631,0.296329
2011Q3,17031.313000,17185.487830,-0.901171,11543.975000,11570.507322,-0.229573,2445.296000,2538.205812,-3.729128,88.850000,89.872759,-1.144533,2.296771,2.305363,-0.373383
2011Q4,17222.583000,17258.534363,-0.208528,11563.890000,11614.268408,-0.434707,2633.829000,2572.777323,2.345269,89.687000,90.099830,-0.459245,2.315674,2.309114,0.283695
2012Q1,17367.010000,17335.912877,0.179219,11647.297000,11660.894824,-0.116679,2692.179000,2610.476686,3.081806,90.354000,90.373638,-0.021732,2.343172,2.312848,1.302577
2012Q2,17444.525000,17417.432391,0.155428,11667.753000,11710.476575,-0.365499,2752.614000,2650.828938,3.767861,90.471000,90.689828,-0.241584,2.336249,2.316537,0.847317
2012Q3,17469.650000,17502.919986,-0.190263,11691.414000,11763.098259,-0.611264,2759.860000,2693.383691,2.438167,90.992000,91.044031,-0.057166,2.317836,2.320168,-0.100564
2012Q4,17489.852000,17592.218179,-0.583583,11738.007000,11818.820683,-0.686120,2736.423000,2737.726062,-0.047608,91.520000,91.431717,0.096510,2.325590,2.323741,0.079524
2013Q1,17662.400000,17685.146712,-0.128703,11814.326000,11877.662115,-0.534664,2845.380000,2783.455072,2.200364,92.128000,91.848279,0.304084,2.326724,2.327257,-0.022867
2013Q2,17709.671000,17781.457864,-0.404535,11848.089000,11939.591627,-0.769332,2882.489000,2830.140479,1.832781,92.504000,92.289107,0.232577,2.326459,2.330714,-0.182729
2013Q3,17860.450000,17880.885058,-0.114350,11896.258000,12004.539054,-0.906094,2998.991000,2877.361217,4.140227,92.876000,92.749691,0.136090,2.331532,2.334113,-0.110641
2013Q4,18016.147000,17983.110929,0.183538,12001.027000,12072.376017,-0.592764,3027.805000,2924.700717,3.464578,93.138000,93.225578,-0.093986,2.342264,2.337452,0.205629
2014Q1,17953.974000,18087.798314,-0.742610,12044.203000,12142.903604,-0.816147,2998.148000,2971.791985,0.882963,93.496000,93.712306,-0.231086,2.325399,2.340726,-0.656964
2014Q2,18185.911000,18194.623231,-0.047895,12159.899000,12215.873870,-0.459267,3121.321000,3018.311040,3.355889,94.487000,94.205266,0.298618,2.352939,2.343933,0.383464
2014Q3,18406.941000,18303.169099,0.565360,12280.086000,12290.970793,-0.088598,3193.152000,3063.932997,4.130913,95.241000,94.699614,0.570060,2.364610,2.347064,0.744804
2014Q4,18500.031000,18413.003754,0.471527,12421.595000,12367.835387,0.433731,3203.351000,3108.382160,3.009506,96.203000,95.190582,1.057953,2.365232,2.350111,0.641359
2015Q1,18666.621000,18523.749919,0.768327,12516.902000,12446.092857,0.567314,3314.895000,3151.452912,5.056236,96.688000,95.673646,1.054642,2.374515,2.353081,0.906753
2015Q2,18782.243000,18635.075980,0.786629,12603.053000,12525.392783,0.618108,3328.049000,3192.993802,4.142727,96.953000,96.144826,0.837066,2.378506,2.355989,0.951204
2015Q3,18857.418000,18746.732250,0.588691,12691.790000,12605.420347,0.682842,3335.270000,3232.953502,3.115752,97.076000,96.600711,0.490808,2.370334,2.358864,0.485072
2015Q4,18892.206000,18858.555735,0.178276,12743.411000,12685.901528,0.452309,3315.334000,3271.368804,1.334988,97.782000,97.038339,0.763436,2.353506,2.361747,-0.349568
2016Q1,19001.690000,18970.449385,0.164545,12839.618000,12766.609681,0.570240,3301.090000,3308.348239,-0.219633,98.030000,97.455012,0.588270,2.367585,2.364689,0.122366
2016Q2,19062.709000,19082.335193,-0.102903,12903.306000,12847.348679,0.434610,3287.033000,3344.038005,-1.719373,98.281000,97.848465,0.441071,2.344379,2.367736,-0.991349
2016Q3,19197.938000,19194.153172,0.019717,12993.064000,12927.963555,0.502299,3301.079000,3378.589984,-2.320907,98.761000,98.216782,0.552569,2.354487,2.370934,-0.696081
2016Q4,19304.352000,19305.829663,-0.007654,13060.061000,13008.330924,0.396880,3391.749000,3412.128897,-0.599069,98.848000,98.558311,0.293495,2.365194,2.374315,-0.384895
2017Q1,19398.343000,19417.291857,-0.097635,13160.475000,13088.365627,0.549430,3382.703000,3444.737037,-1.817248,99.194000,98.871744,0.325403,2.367308,2.377904,-0.446605
2017Q2,19506.949000,19528.464537,-0.110236,13225.743000,13168.013336,0.437450,3435.929000,3476.488972,-1.173553,99.823000,99.155965,0.670460,2.368743,2.381716,-0.546174
2017Q3,19660.766000,19639.259010,0.109450,13315.382000,13247.264191,0.512885,3493.166000,3507.423997,-0.407338,100.050000,99.410077,0.641657,2.376508,2.385762,-0.388643
2017Q4,19882.352000,19749.571232,0.670072,13460.902000,13326.144846,1.006145,3558.859000,3537.558445,0.600320,100.678000,99.633620,1.042765,2.392534,2.390045,0.104094
2018Q1,20044.077000,19859.308716,0.926085,13558.373000,13404.725858,1.139697,3612.936000,3566.901569,1.282343,101.265000,99.826561,1.430655,2.394480,2.394562,-0.003418
2018Q2,20150.476000,19968.460900,0.907384,13630.967000,13483.164508,1.090236,3612.389000,3595.477760,0.469245,101.762000,99.989548,1.757110,2.397001,2.399310,-0.096311
2018Q3,20276.154000,20077.133575,0.986398,13693.790000,13561.718567,0.969143,3722.248000,3623.342466,2.693085,102.206000,100.124157,2.057940,2.401804,2.404289,-0.103431
2018Q4,20304.874000,20185.549653,0.589397,13736.572000,13640.744883,0.700050,3724.752000,3650.564661,2.011842,102.529000,100.233099,2.264722,2.393342,2.409495,-0.672674
2019Q1,20431.641000,20294.062240,0.675639,13758.331000,13720.691758,0.273949,3755.530000,3677.278218,2.105656,102.560000,100.320410,2.207882,2.416098,2.414924,0.048603
2019Q2,20602.275000,20403.107352,0.971430,13875.705000,13802.078377,0.532028,3790.049000,3703.668220,2.305521,102.880000,100.391577,2.448495,2.418104,2.420561,-0.101565
2019Q3,20843.322000,20513.217040,1.596420,14033.222000,13885.460024,1.058527,3819.940000,3729.974627,2.383328,103.175000,100.453497,2.673167,2.428933,2.426392,0.104676
2019Q4,20985.448000,20625.060047,1.732240,14125.274000,13971.451997,1.094957,3770.431000,3756.498585,0.370202,102.938000,100.514629,2.382358,2.438212,2.432402,0.238598
2020Q1,20709.212000,20739.526631,-0.146275,13887.048000,14060.778263,-1.243263,3676.274000,3783.606240,-2.877785,101.427000,100.585133,0.833487,2.411830,2.438575,-1.102793
2020Q2,19077.992000,20857.752820,-8.919030,12685.319000,14154.279039,-10.957164,3163.508000,3811.683170,-18.638933,87.551000,100.676696,-13.969287,2.342781,2.444901,-4.266604
2020Q3,20558.879000,20980.882055,-2.031873,13813.706000,14252.707742,-3.128562,3755.526000,3841.057512,-2.251937,94.767000,100.801587,-6.173285,2.444406,2.451353,-0.283800
2020Q4,20791.917000,21108.909524,-1.513090,14001.366000,14355.858022,-2.500319,3878.929000,3871.616946,0.188685,96.832000,100.963342,-4.177999,2.491253,2.457838,1.350378
2021Q1,21082.134000,21241.562048,-0.753378,14319.617000,14463.236909,-0.997963,3849.329000,3903.190981,-1.389557,97.837000,101.161658,-3.341698,2.505842,2.464255,1.673522
2021Q2,21440.929000,21378.358577,0.292254,14820.014000,14574.110309,1.673188,3799.029000,3935.608330,-3.531996,99.575000,101.393617,-1.809901,2.516344,2.470526,1.837583
2021Q3,21617.828000,21518.705030,0.459579,14943.244000,14687.630510,1.725361,3937.300000,3968.657513,-0.793267,101.064000,101.654187,-0.582275,2.521920,2.476597,1.813495
2021Q4,21988.737000,21662.031519,1.496934,15086.862000,14803.078014,1.898917,4191.773000,4002.031453,4.632170,102.579000,101.937156,0.627673,2.540792,2.482443,2.323274
2022Q1,21932.710000,21807.815519,0.571071,15100.850000,14919.871138,1.205708,4272.382000,4035.392561,5.706793,103.303000,102.235886,1.038366,2.522149,2.488065,1.360617
2022Q2,21967.045000,21955.725575,0.051542,15224.357000,15037.587860,1.234366,4176.990000,4068.509743,2.631412,104.056000,102.544072,1.463654,2.502176,2.493501,0.347269
2022Q3,22125.625000,22105.499818,0.091000,15295.828000,15155.906727,0.918977,4105.292000,4101.290819,0.097512,104.746000,102.856003,1.820839,2.496579,2.498813,-0.089434
2022Q4,22278.345000,22256.876078,0.096413,15326.248000,15274.613853,0.337469,4184.980000,4133.709016,1.232685,104.944000,103.166843,1.707936,2.481093,2.504065,-0.921591
2023Q1,22439.607000,22409.597430,0.133824,15495.754000,15393.577058,0.661570,4108.542000,4165.739714,-1.382564,105.447000,103.472875,1.889896,2.472162,2.509323,-1.491995
2023Q2,22580.499000,22563.413209,0.075695,15553.719000,15512.692869,0.264119,4180.752000,4197.390342,-0.397185,105.159000,103.771445,1.328265,2.490549,2.514638,-0.962553
2023Q3,22840.989000,22718.084642,0.539540,15671.906000,15631.919428,0.255474,4275.527000,4228.632481,1.102872,105.263000,104.061102,1.148373,2.498748,2.520039,-0.848451
2023Q4,23033.780000,22873.377072,0.698817,15789.717000,15751.239824,0.243982,4313.169000,4259.426757,1.253831,105.198000,104.341245,0.817755,2.523913,2.525538,-0.064365
2024Q1,23082.119000,23029.127008,0.229844,15857.704000,15870.662220,-0.081682,4296.251000,4289.762703,0.151136,105.191000,104.612024,0.551925,2.518027,2.531137,-0.519279
2024Q2,23286.508000,23185.267787,0.435707,16009.637000,15990.219660,0.121359,4381.983000,4319.663906,1.432376,105.259000,104.874127,0.366314,2.535783,2.536832,-0.041395
2024Q3,23478.570000,23341.764542,0.584386,16165.768000,16109.938197,0.345956,4392.176000,4349.159191,0.984224,105.304000,105.128616,0.166689,2.543223,2.542617,0.023824
2024Q4,23586.542000,23498.645555,0.373351,16320.890000,16229.857185,0.559330,4315.564000,4378.317790,-1.443656,105.382000,105.376806,0.004929,2.550521,2.548479,0.080080
2025Q1,23548.210000,23656.026376,-0.456809,16345.793000,16350.052691,-0.026056,4547.947000,4407.238261,3.142767,105.379000,105.620139,-0.228568,2.544526,2.554410,-0.387699
2025Q2,23770.976000,23814.081303,-0.181172,16445.685000,16470.660772,-0.151753,4382.819000,4435.982009,-1.205689,105.629000,105.860071,-0.218518,2.556088,2.560402,-0.168631
2025Q3,24026.834000,23972.920881,0.224639,16585.878000,16591.818903,-0.035813,4383.186000,4464.699925,-1.842615,105.677000,106.097923,-0.397520,2.578378,2.566438,0.464158
2025Q4,24055.749000,24132.631249,-0.319091,16665.219000,16713.652792,-0.290206,4408.299000,4493.513065,-1.914591,105.614000,106.334882,-0.680244,2.585033,2.572502,0.485948
2026Q1,24180.419000,24293.334889,-0.465885,16687.728000,16836.288045,-0.886296,4492.865000,4522.493574,-0.657293,105.793000,106.571882,-0.733536,2.582899,2.578582,0.167252
